,Title,Author,Rating Count,Review Count,Rating Value,N pag,1st Pub,series,Genres,Awards,Link,minmax_norm_ratings,mean_norm_ratings
768,By the Shores of Silver Lake,Laura Ingalls Wilder,70540,1369,4.16,357.0,1939.0,1,"['Classics', 'Historical', 'Historical Fiction']","['Newbery Medal Nominee (1940)', ""Pacific Northwest Library Association Young Reader's Choice Award (1942)"", 'Boston Globe-Horn Book Award (1939)']",https://www.goodreads.com/book/show/15575.The_Sword_of_Shannara,6.98,1.606
769,These Happy Golden Years,Laura Ingalls Wilder,67949,1414,4.18,289.0,1943.0,1,"['Classics', 'Historical', 'Historical Fiction']",['Newbery Medal Nominee (1944)'],https://www.goodreads.com/book/show/77770.These_Happy_Golden_Years,7.101,1.726
770,Daughter of the Forest,Juliet Marillier,58620,4276,4.23,554.0,1999.0,1,"['Fantasy', 'Romance', 'Fiction']","['Locus Award Nominee for Best First Novel (2001)', 'ALA Alex Award (2001)', 'Aurealis Award Nominee for Fantasy Novel (1999)']",https://www.goodreads.com/book/show/13928.Daughter_of_the_Forest,7.403,2.028
771,Rocket Boys,Homer Hickam,18825,1884,4.14,384.0,1998.0,1,"['Nonfiction', 'Autobiography', 'Memoir']","['National Book Critics Circle Award Nominee for Biography/Autobiography (1998)', 'Weatherford Award (1998)', 'Alabama Author Award for Nonfiction (2001)']",https://www.goodreads.com/book/show/96642.Rocket_Boys,6.859,1.485
772,A Swiftly Tilting Planet,Madeleine L'Engle,103454,2430,4.09,278.0,1978.0,1,"['Fantasy', 'Young Adult', 'Fiction']","[""National Book Award for Children's Books (Paperback) (1980)"", 'Margaret A. Edwards Award (1998)']",https://www.goodreads.com/book/show/77276.A_Swiftly_Tilting_Planet,6.557,1.183
773,Ham on Rye,Charles Bukowski,85226,3599,4.14,288.0,1982.0,0,"['Fiction', 'Classics', 'Novels']",,https://www.goodreads.com/book/show/33609.Katherine,6.859,1.485
774,Katherine,Anya Seton,29951,2005,4.18,500.0,1954.0,0,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/38501.Ham_on_Rye,7.101,1.726
775,Factotum,Charles Bukowski,62717,1918,3.94,208.0,1975.0,0,"['Fiction', 'Classics', 'Thriller']",,https://www.goodreads.com/book/show/23940.Junky,5.651,0.277
776,Junky,William S. Burroughs,56265,1678,3.84,208.0,1953.0,0,"['Fiction', 'Classics', 'Novels']",,https://www.goodreads.com/book/show/497199.Factotum,5.047,-0.327
777,Maus II: A Survivor's Tale: And Here My Troubles Began,Art Spiegelman,123109,3081,4.37,144.0,1991.0,1,"['Sequential Art', 'Graphic Novels', 'Sequential Art']","['Harvey Awards for Best Graphic Album of Previously Published Material AND nominated for Special Award for Excellence in Presentation (1992)', 'Los Angeles Times Book Prize for Fiction (1992)', ""Prix du Festival d'Angoulême for Alph-art du meilleur album étranger (1993)"", 'Urhunden Prize for Foreign Album (1993)', 'National Book Critics Circle Award Nominee for Biography/Autobiography (1991)', 'Will Eisner Comic Industry Awards for Best Graphic Album: Reprint (1992)']",https://www.goodreads.com/book/show/2050.Farewell_My_Lovely,8.248,2.874
778,"Farewell, My Lovely",Raymond Chandler,32699,1747,4.13,292.0,1940.0,1,"['Mystery', 'Fiction', 'Mystery']",,https://www.goodreads.com/book/show/15197.Maus_II,6.799,1.424
779,The Prime of Miss Jean Brodie / The Girls of Slender Means / The Driver's Seat / The Only Problem,Muriel Spark,1599,107,3.79,512.0,1999.0,0,"['Fiction', 'Classics', 'Literature']",,https://www.goodreads.com/book/show/37387.The_Prime_of_Miss_Jean_Brodie_The_Girls_of_Slender_Means_The_Driver_s_Seat_The_Only_Problem,4.745,-0.629
780,A Wild Sheep Chase,Haruki Murakami,95547,4803,3.94,353.0,1982.0,1,"['Fiction', 'Cultural', 'Japan']",['Noma Literary Prize 野間文芸賞 for New Face Prize (1982)'],https://www.goodreads.com/book/show/11298.A_Wild_Sheep_Chase,5.651,0.277
781,Invisible Monsters Remix,Chuck Palahniuk,129859,5726,3.98,302.0,1999.0,0,"['Fiction', 'Contemporary', 'Thriller']",,https://www.goodreads.com/book/show/124509.Smilla_s_Sense_of_Snow,5.893,0.518
782,Smilla's Sense of Snow,Peter Høeg,42459,2322,3.75,469.0,1992.0,0,"['Fiction', 'Mystery', 'Mystery']","['CWA Silver Dagger for Fiction (1994)', 'Dilys Award (1994)', 'Glass Key Award (1993)', 'Edgar Award Nominee for Best Novel (1994)', 'Deutscher Krimi Preis for 2. Platz International (1995)', 'Palle Rosenkrantz Prisen (1992)']",https://www.goodreads.com/book/show/12813565-invisible-monsters-remix,4.503,-0.871
783,The Complete Anne of Green Gables Boxed Set,L.M. Montgomery,101667,1610,4.43,2088.0,1908.0,1,"['Classics', 'Fiction', 'Young Adult']",,https://www.goodreads.com/book/show/26114.The_Joke,8.611,3.236
784,The Joke,Milan Kundera,27666,1234,4.01,371.0,1967.0,0,"['Fiction', 'European Literature', 'Czech Literature']",,https://www.goodreads.com/book/show/3579.The_Complete_Anne_of_Green_Gables_Boxed_Set,6.074,0.7
785,Alcoholics Anonymous,Alcoholics Anonymous,8271,421,4.46,576.0,1939.0,0,"['Self Help', 'Nonfiction', 'Psychology']",,https://www.goodreads.com/book/show/158420.Alcoholics_Anonymous,8.792,3.418
786,Foundation and Empire,Isaac Asimov,160836,3245,4.21,256.0,1952.0,1,"['Science Fiction', 'Fiction', 'Classics']","['Retro Hugo Award for Best Novel for ""The Mule"" (1996)']",https://www.goodreads.com/book/show/29581.Foundation_and_Empire,7.282,1.908
787,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",Simon Winchester,101096,6066,3.83,242.0,1998.0,0,"['Nonfiction', 'History', 'Biography']","['Audie Award for Nonfiction, Abridged (1999)', 'National Book Critics Circle Award Nominee for General Nonfiction (1998)']",https://www.goodreads.com/book/show/25019.The_Professor_and_the_Madman,4.987,-0.388
788,The Structure of Scientific Revolutions,Thomas S. Kuhn,22704,1191,4.02,226.0,1962.0,0,"['Science', 'Philosophy', 'Nonfiction']",,https://www.goodreads.com/book/show/61539.The_Structure_of_Scientific_Revolutions,6.134,0.76
789,My Name Is Red,Orhan Pamuk,45970,4214,3.86,417.0,1998.0,0,"['Fiction', 'Historical', 'Historical Fiction']","['Magnesia Litera for Translation (Litera za překladovou knihu) (2008)', 'Prix du Meilleur Livre Étranger for Roman (2002)', 'Premio Grinzane Cavour for Narrativa Straniera (2002)', 'UBL Literary Award for Urdu Translation (2015)', 'International Dublin Literary Award (2003)', 'Metų verstinė knyga Nominee (2012)']",https://www.goodreads.com/book/show/2517.My_Name_Is_Red,5.168,-0.206
790,"Ada, or Ardor: A Family Chronicle",Vladimir Nabokov,9615,743,4.14,606.0,1969.0,0,"['Fiction', 'Classics', 'Cultural']",,https://www.goodreads.com/book/show/12187.Ada_or_Ardor,6.859,1.485
791,The White Dragon,Anne McCaffrey,42890,891,4.18,468.0,1978.0,1,"['Fantasy', 'Science Fiction', 'Fantasy']","['Hugo Award Nominee for Best Novel (1979)', 'Locus Award Nominee for Best SF Novel (1979)', 'Ditmar Award for Best International Long Fiction (1979)', 'Gandalf Award (1979)', 'Balrog Award Nominee for Best Novel (1979)', 'The ESFS Award for Novel (1980)', 'Margaret A. Edwards Award (1999)']",https://www.goodreads.com/book/show/127586.The_White_Dragon,7.101,1.726
792,Tao of Pooh and Te of Piglet Boxed Set,Benjamin Hoff,12365,511,4.12,380.0,1992.0,1,"['Philosophy', 'Nonfiction', 'Spirituality']",,https://www.goodreads.com/book/show/89370.Tao_of_Pooh_and_Te_of_Piglet_Boxed_Set,6.738,1.364
793,I Am Legend,Richard Matheson,98957,6276,4.07,160.0,1954.0,0,"['Horror', 'Science Fiction', 'Fiction']",['Tähtivaeltaja Award (2008)'],https://www.goodreads.com/book/show/10033.Being_and_Nothingness,6.436,1.062
794,Being and Nothingness,Jean-Paul Sartre,26488,411,3.97,688.0,1943.0,0,"['Philosophy', 'Nonfiction', 'Classics']",,https://www.goodreads.com/book/show/14064.I_Am_Legend,5.832,0.458
795,The Unabridged Devil's Dictionary,Ambrose Bierce,9438,610,4.09,404.0,1906.0,0,"['Humor', 'Nonfiction', 'Classics']",,https://www.goodreads.com/book/show/49256.The_Unabridged_Devil_s_Dictionary,6.557,1.183
796,Assassin's Apprentice,Robin Hobb,241993,10200,4.15,435.0,1995.0,1,"['Fantasy', 'Fiction', 'Fantasy']","['Locus Award Nominee for Fantasy (1996)', 'British Fantasy Award Nominee for Best Novel (1997)', 'Compton Crook Award (1996)) Nominee (1996)']",https://www.goodreads.com/book/show/77197.Assassin_s_Apprentice,6.919,1.545
797,The Book of the New Sun,Gene Wolfe,3531,165,4.19,950.0,1983.0,1,"['Fantasy', 'Science Fiction', 'Fiction']",,https://www.goodreads.com/book/show/968868.The_Book_of_the_New_Sun,7.161,1.787
798,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,4383,540,4.26,491.0,1976.0,0,"['Psychology', 'Philosophy', 'Nonfiction']",['National Book Award Finalist for Contemporary Thought (1978)'],https://www.goodreads.com/book/show/22478.The_Origin_of_Consciousness_in_the_Breakdown_of_the_Bicameral_Mind,7.584,2.21
799,Imajica,Clive Barker,20776,887,4.17,823.0,1991.0,0,"['Fantasy', 'Horror', 'Fiction']",['Prix Julia Verlanger (1997)'],https://www.goodreads.com/book/show/34484.Small_Gods,7.04,1.666
800,Small Gods,Terry Pratchett,100612,2979,4.3,400.0,1992.0,1,"['Fantasy', 'Fiction', 'Humor']",,https://www.goodreads.com/book/show/567704.Imajica,7.826,2.451
801,The Angela's Ashes/'Tis Boxed Set,Frank McCourt,1483,72,4.11,736.0,1996.0,0,"['Nonfiction', 'Autobiography', 'Memoir']",,https://www.goodreads.com/book/show/44028.The_Angela_s_Ashes_Tis_Boxed_Set,6.678,1.304
802,The Three Stigmata of Palmer Eldritch,Philip K. Dick,32061,1614,4.01,231.0,1965.0,0,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy']",['Nebula Award Nominee for Best Novel (1965)'],https://www.goodreads.com/book/show/14185.The_Three_Stigmata_of_Palmer_Eldritch,6.074,0.7
803,On Writing: A Memoir of the Craft,Stephen King,228857,18027,4.32,320.0,2000.0,0,"['Nonfiction', 'Language', 'Writing']","['Bram Stoker Award for Best Non-Fiction (2000)', 'Locus Award for Best Non-Fiction (2001)', 'Puddly Award for Writing (2001)']",https://www.goodreads.com/book/show/10569.On_Writing,7.946,2.572
804,Cosmicomics,Italo Calvino,15229,963,4.2,153.0,1965.0,0,"['Fiction', 'Short Stories', 'Fantasy']",['National Book Award for Translation (1969)'],https://www.goodreads.com/book/show/59780.Cosmicomics,7.221,1.847
805,Survivor,Chuck Palahniuk,109870,3656,3.91,304.0,1999.0,0,"['Fiction', 'Contemporary', 'Thriller']",['Oregon Book Award Nominee for Fiction (Finalist) (1999)'],https://www.goodreads.com/book/show/36236123-survivor,5.47,0.096
806,The Cost of Discipleship,Dietrich Bonhoeffer,35975,1184,4.28,320.0,1937.0,0,"['Christian', 'Religion', 'Theology']",,https://www.goodreads.com/book/show/174834.The_Cost_of_Discipleship,7.705,2.33
807,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",Nancy E. Turner,66917,10529,4.34,384.0,1998.0,1,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/348225.These_Is_My_Words,8.067,2.693
808,Gorky Park,Martin Cruz Smith,63458,1219,4.04,433.0,1981.0,1,"['Mystery', 'Fiction', 'Thriller']","['CWA Gold Dagger Award for Fiction (1981)', 'The CWA Dagger of Daggers Nominee (2005)']",https://www.goodreads.com/book/show/762806.Gorky_Park,6.255,0.881
809,Blue Highways,William Least Heat-Moon,21285,1180,4.01,428.0,1982.0,1,"['Travel', 'Nonfiction', 'Autobiography']",,https://www.goodreads.com/book/show/113304.The_Thief_Lord,6.074,0.7
810,The Thief Lord,Cornelia Funke,88469,4055,3.96,350.0,2000.0,0,"['Fantasy', 'Young Adult', 'Fiction']","[""Book Sense Book of the Year Award for Children's Literature (2003)"", 'Batchelder Award (2003)', 'Zilveren Griffel (2004)', 'Grand Canyon Reader Award for Teen Book (2004)', ""Massachusetts Children's Book Award (2005)"", ""Zurich Children's Book Award (2000)"", ""The Children's Book Award from the Vienna House of Literature (2001)"", ""Pacific Northwest Library Association Young Reader's Choice Award for Junior (2005)"", 'Literaturpreis der Jury der jungen Leser for Kinderbuch (2001)', 'Corine Internationaler Buchpreis for Kinder- und Jugendbuch (2003)', 'Premi Protagonista Jove for Categoria 13-14 anys (2004)']",https://www.goodreads.com/book/show/63832.Blue_Highways,5.772,0.398
811,Gaudy Night,Dorothy L. Sayers,23884,1792,4.23,501.0,1935.0,1,"['Mystery', 'Fiction', 'Mystery']",['Anthony Award Nominee for Best Novel of the Century (2000)'],https://www.goodreads.com/book/show/93575.Gaudy_Night,7.403,2.028
812,Timeline,Michael Crichton,193251,4714,3.85,489.0,1999.0,0,"['Science Fiction', 'Fiction', 'Thriller']",,https://www.goodreads.com/book/show/7669.Timeline,5.107,-0.267
813,The Secret of the Old Clock,Carolyn Keene,65600,3437,3.98,210.0,1930.0,1,"['Mystery', 'Young Adult', 'Fiction']",,https://www.goodreads.com/book/show/3562.Emily_of_New_Moon,5.893,0.518
814,Emily of New Moon,L.M. Montgomery,43862,1894,4.08,339.0,1923.0,1,"['Classics', 'Fiction', 'Young Adult']",,https://www.goodreads.com/book/show/32979.The_Secret_of_the_Old_Clock,6.497,1.122
815,The Illuminatus! Trilogy,Robert Shea,14553,820,4.01,805.0,1975.0,1,"['Fiction', 'Science Fiction', 'Fantasy']",['Prometheus Hall of Fame Award (1986)'],https://www.goodreads.com/book/show/31548.Of_Human_Bondage,6.074,0.7
816,The Periodic Table,Primo Levi,11620,913,4.19,233.0,1975.0,0,"['Nonfiction', 'Science', 'History']",,https://www.goodreads.com/book/show/427282.The_Periodic_Table,7.161,1.787
817,Another Roadside Attraction,Tom Robbins,31450,999,3.99,366.0,1971.0,0,"['Fiction', 'Humor', 'Novels']",['Washington State Book Award (1972)'],https://www.goodreads.com/book/show/9570.Another_Roadside_Attraction,5.953,0.579
818,The Book of Laughter and Forgetting,Milan Kundera,41230,2065,3.99,313.0,1979.0,0,"['Fiction', 'European Literature', 'Czech Literature']",['Los Angeles Times Book Prize for Fiction (1984)'],https://www.goodreads.com/book/show/240976.The_Book_of_Laughter_and_Forgetting,5.953,0.579
819,Burr,Gore Vidal,8714,666,4.07,430.0,1973.0,1,"['Historical', 'Historical Fiction', 'Fiction']",['National Book Award Finalist for Fiction (1974)'],https://www.goodreads.com/book/show/8722.Burr,6.436,1.062
820,Paradise,Toni Morrison,23328,1138,3.82,318.0,1997.0,1,"['Fiction', 'Classics', 'Cultural']","['Orange Prize Nominee for Fiction Shortlist (1999)', 'Ohioana Book Award for Fiction (1999)', 'International Dublin Literary Award Nominee for Shortlist (2000)']",https://www.goodreads.com/book/show/5198.Paradise,4.926,-0.448
821,Rabbit Redux,John Updike,14013,757,3.8,440.0,1971.0,1,"['Fiction', 'Classics', 'Literature']",['National Book Award Finalist for Fiction (1972)'],https://www.goodreads.com/book/show/46917.Rabbit_Redux,4.805,-0.569
822,Feet of Clay,Terry Pratchett,72975,1706,4.26,411.0,1996.0,1,"['Fantasy', 'Fiction', 'Humor']",,https://www.goodreads.com/book/show/34527.Feet_of_Clay,7.584,2.21
823,Curtain,Agatha Christie,32774,1782,4.09,215.0,1975.0,1,"['Mystery', 'Fiction', 'Mystery']",,https://www.goodreads.com/book/show/81903.Curtain,6.557,1.183
824,Madeline,Ludwig Bemelmans,196143,2036,4.23,44.0,1939.0,1,"['Childrens', 'Picture Books', 'Childrens']","['Caldecott Medal Nominee (1940)', 'Indies Choice Book Award for Picture Book Hall of Fame (2010)']",https://www.goodreads.com/book/show/475339.Madeline,7.403,2.028
825,Immortality,Milan Kundera,30998,1776,4.14,400.0,1990.0,0,"['Fiction', 'Philosophy', 'European Literature']","['Independent Foreign Fiction Prize (1991)', 'Cena Jaroslava Seiferta (1994)', 'Kniha roku (1993)']",https://www.goodreads.com/book/show/2279.Truman,6.859,1.485
826,Truman,David McCullough,78930,2383,4.12,1120.0,1992.0,0,"['Biography', 'History', 'Politics']","['Pulitzer Prize for Biography or Autobiography (1993)', 'Francis Parkman Prize (1993)', 'Lionel Gelber Prize (1992)', 'National Book Critics Circle Award Nominee for Biography/Autobiography (1992)', 'National Book Award Finalist for Nonfiction (1992)']",https://www.goodreads.com/book/show/28634.Immortality,6.738,1.364
827,The Tortilla Curtain,T. Coraghessan Boyle,28111,3400,3.66,355.0,,0,"['Fiction', 'Contemporary', 'Book Club']","['Audie Award for Narration by the Author or Authors (2007)', 'Prix Médicis Etranger (1997)']",https://www.goodreads.com/book/show/24731.The_Tortilla_Curtain,3.96,-1.415
828,Going After Cacciato,Tim O'Brien,11723,768,3.91,351.0,1978.0,0,"['Fiction', 'War', 'Historical']",['National Book Award for Fiction (1979)'],https://www.goodreads.com/book/show/3446.Going_After_Cacciato,5.47,0.096
829,The Horse Whisperer,Nicholas Evans,51752,1982,3.82,451.0,1995.0,0,"['Fiction', 'Romance', 'Animals']",,https://www.goodreads.com/book/show/51019.Cat_s_Eye,4.926,-0.448
830,Cat's Eye,Margaret Atwood,61446,3506,3.92,462.0,1988.0,0,"['Fiction', 'Cultural', 'Canada']",['Booker Prize Nominee (1989)'],https://www.goodreads.com/book/show/479415.The_Horse_Whisperer,5.53,0.156
831,The Woman Warrior,Maxine Hong Kingston,25471,1624,3.73,204.0,1976.0,0,"['Autobiography', 'Memoir', 'Nonfiction']","['Anisfield-Wolf Book Award (1978)', 'National Book Critics Circle Award for General Nonfiction (1976)']",https://www.goodreads.com/book/show/10585.Insomnia,4.383,-0.992
832,Insomnia,Stephen King,135819,3498,3.82,890.0,1994.0,0,"['Horror', 'Fiction', 'Fantasy']",['Locus Award Nominee for Best Dark Fantasy/Horror Novel (1995)'],https://www.goodreads.com/book/show/30852.The_Woman_Warrior,4.926,-0.448
833,Kane and Abel,Jeffrey Archer,102110,4421,4.31,592.0,1979.0,1,"['Fiction', 'Historical', 'Historical Fiction']",,https://www.goodreads.com/book/show/28541.Dragonsong,7.886,2.512
834,Dragonsong,Anne McCaffrey,52991,1504,4.2,192.0,1976.0,1,"['Fantasy', 'Science Fiction', 'Fantasy']","['California Young Readers Medal Nominee for Middle School/Junior High (1980)', 'Margaret A. Edwards Award (1999)']",https://www.goodreads.com/book/show/78983.Kane_and_Abel,7.221,1.847
835,Lincoln,Gore Vidal,8379,534,4.22,672.0,1984.0,1,"['Historical', 'Historical Fiction', 'Fiction']",['Benjamin Barondess Award (1985)'],https://www.goodreads.com/book/show/41219.Possession,7.342,1.968
836,Possession,A.S. Byatt,74464,4446,3.87,555.0,1990.0,0,"['Fiction', 'Historical', 'Historical Fiction']","['Booker Prize (1990)', 'Irish Times International Fiction Prize (1990)', ""Commonwealth Writers' Prize for Best Book in South Asia and Europe (1991)""]",https://www.goodreads.com/book/show/8716.Lincoln,5.228,-0.146
837,Bambi,Felix Salten,33140,766,4.12,192.0,1923.0,1,"['Classics', 'Fiction', 'Childrens']",,https://www.goodreads.com/book/show/739840.Bambi,6.738,1.364
838,"The Border Trilogy: All the Pretty Horses, The Crossing, Cities of the Plain",Cormac McCarthy,5643,327,4.44,1040.0,1994.0,1,"['Fiction', 'Westerns', 'Literature']",,https://www.goodreads.com/book/show/6163.The_Border_Trilogy,8.671,3.297
839,The Feast of the Goat,Mario Vargas Llosa,26455,2322,4.29,475.0,2000.0,0,"['Fiction', 'Historical', 'Historical Fiction']","['Independent Foreign Fiction Prize Nominee for Shortlist (2003)', 'International Dublin Literary Award Nominee (2003)']",https://www.goodreads.com/book/show/486298.Death_Be_Not_Proud,7.765,2.391
840,Death Be Not Proud,John Gunther,11213,628,3.83,206.0,1949.0,0,"['Nonfiction', 'Classics', 'Autobiography']",,https://www.goodreads.com/book/show/53969.The_Feast_of_the_Goat,4.987,-0.388
841,Chesapeake,James A. Michener,22557,877,4.18,1024.0,1978.0,0,"['Fiction', 'Historical', 'Historical Fiction']",,https://www.goodreads.com/book/show/12661.Chesapeake,7.101,1.726
842,Lord Foul's Bane,Stephen R. Donaldson,46989,1705,3.72,480.0,1977.0,1,"['Fantasy', 'Fiction', 'Science Fiction Fantasy']","['Gandalf Award Nominee (1978)', 'August Derleth Award for Best Novel (1979)']",https://www.goodreads.com/book/show/219205.Lord_Foul_s_Bane,4.322,-1.052
843,Martin Eden,Jack London,26825,1529,4.45,480.0,1909.0,0,"['Classics', 'Fiction', 'Literature']",,https://www.goodreads.com/book/show/330244.The_Member_of_the_Wedding,8.732,3.357
844,The Member of the Wedding,Carson McCullers,15132,1259,3.81,163.0,1946.0,0,"['Fiction', 'Classics', 'Young Adult']",,https://www.goodreads.com/book/show/929782.Martin_Eden,4.866,-0.508
845,Farmer Boy,Laura Ingalls Wilder,58428,2311,4.06,357.0,1933.0,1,"['Classics', 'Historical', 'Historical Fiction']",,https://www.goodreads.com/book/show/8252.Farmer_Boy,6.376,1.002
846,Heart of a Dog,Mikhail Bulgakov,42794,2082,4.1,123.0,1925.0,0,"['Fiction', 'Cultural', 'Russia']",,https://www.goodreads.com/book/show/113205.Heart_of_a_Dog,6.617,1.243
847,Sarum: The Novel of England,Edward Rutherfurd,41097,1572,4.07,912.0,1987.0,0,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/92163.Sarum,6.436,1.062
848,Confessions of a Shopaholic,Sophie Kinsella,656118,12491,3.66,368.0,2000.0,1,"['Womens Fiction', 'Chick Lit', 'Fiction']",,https://www.goodreads.com/book/show/9416.Confessions_of_a_Shopaholic,3.96,-1.415
849,The Children of Men,P.D. James,40511,3125,3.68,241.0,1992.0,0,"['Fiction', 'Science Fiction', 'Science Fiction']",,https://www.goodreads.com/book/show/41913.The_Children_of_Men,4.081,-1.294
850,The Collected Poems,Wallace Stevens,10976,163,4.27,560.0,1954.0,0,"['Poetry', 'Classics', 'Literature']","['Pulitzer Prize for Poetry (1955)', 'National Book Award for Poetry (1955)']",https://www.goodreads.com/book/show/75504.The_Collected_Poems,7.644,2.27
851,My Side of the Mountain,Jean Craighead George,64815,3410,4.06,192.0,1959.0,1,"['Fiction', 'Young Adult', 'Childrens']","['Newbery Medal Nominee (1960)', 'Lewis Carroll Shelf Award (1965)', ""George C. Stone Center for Children's Books Recognition of Merit Award (1969)"", ""Dorothy Canfield Fisher Children's Book Award Nominee (1961)""]",https://www.goodreads.com/book/show/41667.My_Side_of_the_Mountain,6.376,1.002
852,The Silence of the Lambs,Thomas  Harris,473929,6106,4.21,421.0,1988.0,1,"['Horror', 'Fiction', 'Thriller']","['Bram Stoker Award for Best Novel (1988)', 'World Fantasy Award Nominee for Best Novel (1989)', 'Anthony Award for Best Novel (1989)', 'Grand Prix de Littérature Policière for Romans étrangers (1991)', 'このミステリーがすごい！ for Best Translated Mystery Novel of the Year in Japan (1989)']",https://www.goodreads.com/book/show/23807.The_Silence_of_the_Lambs,7.282,1.908
853,Money,Martin Amis,23144,1065,3.7,394.0,1984.0,0,"['Fiction', 'Classics', 'Contemporary']",,https://www.goodreads.com/book/show/23887.The_Autumn_of_the_Patriarch,4.201,-1.173
854,The Autumn of the Patriarch,Gabriel García Márquez,18464,1126,3.86,255.0,1975.0,0,"['Fiction', 'Magical Realism', 'Classics']","['PEN Translation Prize for Gregory Rabassa (1977)', 'National Book Award Finalist for Translation (1977)', 'Mikael Agricola -palkinto (1987)']",https://www.goodreads.com/book/show/18825.Money,5.168,-0.206
855,"Slapstick, or Lonesome No More!",Kurt Vonnegut Jr.,35759,1476,3.87,288.0,1976.0,0,"['Fiction', 'Science Fiction', 'Classics']",,https://www.goodreads.com/book/show/77507.Red_Mars,5.228,-0.146
856,Red Mars,Kim Stanley Robinson,68685,3412,3.86,572.0,1992.0,1,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy']","['Hugo Award Nominee for Best Novel (1993)', 'Nebula Award for Best Novel (1993)', 'Locus Award Nominee for Best Science Fiction Novel (1993)', 'Arthur C. Clarke Award Nominee (1993)', 'British Science Fiction Association Award for Novel (1992)', 'Seiun Award 星雲賞 for Best Foreign Novel (1999)']",https://www.goodreads.com/book/show/9595.Slapstick_or_Lonesome_No_More_,5.168,-0.206
857,Murder at the Vicarage,Agatha Christie,148689,4457,4.06,288.0,1930.0,1,"['Mystery', 'Fiction', 'Classics']",,https://www.goodreads.com/book/show/357664.Because_of_Winn_Dixie,6.376,1.002
858,Because of Winn-Dixie,Kate DiCamillo,211592,9174,4.05,182.0,2000.0,0,"['Fiction', 'Childrens', 'Realistic Fiction']","['Newbery Medal Nominee (2001)', ""Book Sense Book of the Year Award for Children's Literature (2001)"", 'Josette Frank Award (2001)', 'Mark Twain Award  (2003)', 'Texas Bluebonnet Award (2002)', ""South Carolina Book Award for Children's Book Award (2003)"", 'Charlotte Award (2002)', 'Nene Award (2005)', 'Maryland Black-Eyed Susan Book Award for Grade 4-6 (2002)', ""Massachusetts Children's Book Award (2002)"", 'Keystone to Reading Book Award for Intermediate (2003)', ""Dorothy Canfield Fisher Children's Book Award (2002)"", 'Sunshine State Young Readers Award for Grades 3-5 (2001)', ""Pacific Northwest Library Association Young Reader's Choice Award for Junior (2003)"", ""Charlie May Simon Children's Book Award (2003)"", ""New Mexico Land of Enchantment Award for Children's (2003)"", 'California Young Readers Medal for Intermediate (2003)', ""Judy Lopez Memorial Award for Children's Literature Nominee (2001)"", 'Chapman Award for Shared Reading Nominee for Fiction (2000)', ""William Allen White Children's Book Award (2003)"", 'Washington State Sasquatch Award (2003)', 'Oklahoma Sequoyah Award for Children (2003)']",https://www.goodreads.com/book/show/16331.Murder_at_the_Vicarage,6.315,0.941
859,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street,Naguib Mahfouz,4081,325,4.46,1313.0,1957.0,1,"['Fiction', 'Historical', 'Historical Fiction']",,https://www.goodreads.com/book/show/6219656-the-lottery,8.792,3.418
860,The Lottery,Shirley Jackson,59951,3177,4.09,30.0,1948.0,0,"['Short Stories', 'Classics', 'Horror']",,https://www.goodreads.com/book/show/5488.The_Cairo_Trilogy,6.557,1.183
861,The Paper Bag Princess,Robert Munsch,49065,2123,4.3,32.0,,0,"['Childrens', 'Picture Books', 'Childrens']",,https://www.goodreads.com/book/show/57586.Giants_in_the_Earth,7.826,2.451
862,Giants in the Earth,O.E. Rølvaag,5063,524,4.01,531.0,1925.0,1,"['Fiction', 'Historical', 'Historical Fiction']",,https://www.goodreads.com/book/show/240130.The_Paper_Bag_Princess,6.074,0.7
863,Auto-da-Fé,Elias Canetti,4878,423,4.06,464.0,1935.0,0,"['Fiction', 'Classics', 'Literature']",,https://www.goodreads.com/book/show/205189.Auto_da_F_,6.376,1.002
864,The Mammoth Hunters,Jean M. Auel,62781,1707,3.91,724.0,1985.0,1,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/226728.The_Mammoth_Hunters,5.47,0.096
865,Close Range,Annie Proulx,14862,1085,3.99,285.0,1999.0,1,"['Short Stories', 'Fiction', 'Westerns']","['Pulitzer Prize Nominee for Fiction (2000)', 'Borders Original Voices Award for Fiction (1999)', 'Ambassador Book Award for Fiction (2000)', 'Los Angeles Times Book Prize Nominee for Fiction (1999)']",https://www.goodreads.com/book/show/11553.Boy_s_Life,5.953,0.579
