,1st Pub,Author,Awards,Genres,Link,N pag,Rating Count,Rating Value,Review Count,Title,series
723,2000,China Miéville,"['Hugo Award Nominee for Best Novel (2002)', 'Nebula Award Nominee for Best Novel (2002)', 'Locus Award Nominee for Best Fantasy Novel (2001)', 'Arthur C. Clarke Award (2001)', 'World Fantasy Award Nominee for Best Novel (2001)', 'Kurd-Laßwitz-Preis for Bestes ausländisches Werk (Best Foreign Work) (2003)', 'British Science Fiction Association Award Nominee for Best Novel (2000)', 'James Tiptree Jr. Award Nominee (2000)', 'Premio Ignotus for Mejor novela extranjera (Best Foreign Novel) (2002)', 'British Fantasy Award for Best Novel (2001)', 'SF ga Yomitai for Best Translated SF of the Year in Japan (2009)', 'Seiun Award 星雲賞 Nominee for Best Translated Long Form (2010)']","['Fantasy', 'Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle,623,63450,3.95,4875,Perdido Street Station,1
724,1986,Diana Wynne Jones,"[""Phoenix Award (Children's Literature Association) (2006)"", 'Boston Globe-Horn Book Award (1987)']","['Fantasy', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/68494.Perdido_Street_Station,329,226869,4.25,15730,Howl's Moving Castle,1
725,1926,Franz Kafka,['Schlegel-Tieck Prize Nominee for J.A. Underwood (1998)'],"['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/333538.The_Castle,316,45739,3.96,2167,The Castle,0
726,2000,Zadie Smith,"['Orange Prize Nominee for Fiction Shortlist (2000)', 'Guardian First Book Award (2000)', 'James Tait Black Memorial Prize for Fiction (2000)', 'Whitbread Award for First Novel (2000)', 'John Llewellyn Rhys Prize Nominee (2000)', 'Puddly Award for Debut Novel (2001)', 'National Book Critics Circle Award Nominee for Fiction (2000)', ""Commonwealth Writers' Prize for Best First Book Overall (2001)"", 'Sunday Times/Peters Fraser + Dunlop Young Writer of the Year Award (2001)', 'Betty Trask Award (2001)']","['Fiction', 'Contemporary', 'Novels']",https://www.goodreads.com/book/show/3711.White_Teeth,448,127176,3.78,7735,White Teeth,0
727,1937,Witold Gombrowicz,['ALTA National Translation Award (2001)'],"['Fiction', 'European Literature', 'Polish Literature']",https://www.goodreads.com/book/show/15581.Ferdydurke,320,10540,3.85,359,Ferdydurke,0
728,1995,Philip Pullman,"[""Guardian Children's Fiction Prize (1996)"", ""Audie Award for Children's Titles (2000)"", 'Lincoln Award Nominee (2005)', 'Carnegie Medal (1995)']","['Fantasy', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/119322.The_Golden_Compass,399,1312516,3.99,22774,The Golden Compass,1
729,1987,Robert R. McCammon,"['Bram Stoker Award for Best Novel (1987)', 'World Fantasy Award Nominee for Best Novel (1988)', 'Japan Adventure Fiction Association Prize 日本冒険小説協会大賞特別賞 for Best Translated Novel (1994)']","['Horror', 'Fiction', 'Apocalyptic']",https://www.goodreads.com/book/show/12279.Molloy_Malone_Dies_The_Unnamable,956,56422,4.28,3662,Swan Song,0
730,1958,Samuel Beckett,['Premio Formentor de las Letras for International (1961)'],"['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/11557.Swan_Song,512,8191,4.28,367,"Molloy, Malone Dies, The Unnamable",1
731,1955,Isaac Asimov,['Hugo Award Nominee for Best Novel (1956)'],"['Science Fiction', 'Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/14376.Einstein_s_Dreams,192,45366,4.24,2392,The End of Eternity,0
732,1992,Alan Lightman,,"['Fiction', 'Short Stories', 'Philosophy']",https://www.goodreads.com/book/show/509784.The_End_of_Eternity,144,31979,4.07,3420,Einstein's Dreams,0
733,1939,Henry Miller,,"['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/250.Tropic_of_Capricorn,348,17992,3.78,680,Tropic of Capricorn,1
734,1981,Raymond Carver,,"['Short Stories', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/11438.What_We_Talk_About_When_We_Talk_About_Love,159,48225,4.15,3414,What We Talk About When We Talk About Love,0
735,1962,James Clavell,,"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/9827.King_Rat,368,33908,4.15,939,King Rat,1
736,1994,Richard   Preston,['Evergreen Teen Book Award (1998)'],"['Nonfiction', 'Science', 'History']",https://www.goodreads.com/book/show/16213.The_Hot_Zone,352,99832,4.13,5422,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,0
737,1978,William Wharton,"['Pulitzer Prize Nominee for Fiction (1980)', 'National Book Award for First Novel (1980)']","['Fiction', 'Classics', 'War']",https://www.goodreads.com/book/show/592191.Birdy,320,6015,4.04,239,Birdy,0
738,1963,James Baldwin,['National Book Award Finalist for History and Biography (1964)'],"['Nonfiction', 'Writing', 'Essays']",https://www.goodreads.com/book/show/464260.The_Fire_Next_Time,106,63252,4.50,5314,The Fire Next Time,0
739,1982,Jean M. Auel,,"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/77554.The_Stone_Diaries,544,79333,3.99,2480,The Valley of Horses,1
740,1993,Carol Shields,"['Booker Prize Nominee (1993)', 'Pulitzer Prize for Fiction (1995)', 'National Book Critics Circle Award for Fiction (1994)', ""Governor General's Literary Awards / Prix littéraires du Gouverneur général for Fiction (1993)"", 'McNally Robinson Book of the Year Award (1993)']","['Fiction', 'Cultural', 'Canada']",https://www.goodreads.com/book/show/40493.The_Valley_of_Horses,361,36643,3.87,1904,The Stone Diaries,0
741,1988,Black Elk,,"['History', 'Nonfiction', 'Biography']",https://www.goodreads.com/book/show/39926.The_Beauty_Myth,270,14681,4.10,739,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,0
742,1990,Naomi Wolf,,"['Feminism', 'Nonfiction', 'Sociology']",https://www.goodreads.com/book/show/35476.Black_Elk_Speaks,368,22480,3.90,1389,The Beauty Myth,0
743,1987,Terry Pratchett,['Margaret A. Edwards Award (2011)'],"['Fantasy', 'Fiction', 'Humor']",https://www.goodreads.com/book/show/333867.The_Stars_My_Destination,243,202480,4.22,5146,Mort,1
744,1955,Alfred Bester,['Prometheus Hall of Fame Award (1988)'],"['Science Fiction', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/386372.Mort,258,43496,4.10,2810,The Stars My Destination,0
745,,W.B. Yeats,,"['Poetry', 'Plays', 'Classics']",https://www.goodreads.com/book/show/138165.Poetry_Drama_and_Prose,518,2865,4.27,23,"Poetry, Drama and Prose",0
746,,Sebastian Junger,"['Laurence L. & Thomas Winship/PEN New England Award for Nonfiction (2007)', 'ALA Alex Award (1998)']","['Nonfiction', 'History', 'Adventure']",https://www.goodreads.com/book/show/108229.The_Perfect_Storm,227,104659,4.10,1866,The Perfect Storm: A True Story of Men Against the Sea,0
747,1995,Dave Pelzer,"[""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2005)"", 'Soaring Eagle Book Award (2000)', 'Lincoln Award (2005)']","['Nonfiction', 'Autobiography', 'Memoir']",https://www.goodreads.com/book/show/60748.A_Child_Called_It_,184,384565,4.11,16018,"A Child Called ""It""",1
748,1960,Vasily Grossman,"['Prix du Meilleur Livre Étranger (1984)', 'Premio a la mejor traducción del ruso al Español: ""La literatura rusa en España""', 'Κρατικό Βραβείο Λογοτεχνικής Μετάφρασης for Μετάφραση Έργου Ξένης Λογοτεχνίας στην Ελληνική Γλώσσα (2014)']","['Fiction', 'Cultural', 'Russia']",https://www.goodreads.com/book/show/88432.Life_and_Fate,864,8404,4.45,974,Life and Fate,1
749,1972,Taylor Caldwell,,"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/369110.Captains_and_the_Kings,816,18128,4.13,352,Captains and the Kings,0
750,1925,Adolf Hitler,,"['History', 'Nonfiction', 'Biography']",https://www.goodreads.com/book/show/54270.Mein_Kampf,384,35066,3.17,3240,Mein Kampf,0
751,1993,Tom Stoppard,"['Laurence Olivier Award for Best New Play (1994)', 'Evening Standard Award for Best Play of the Year (1993)', ""New York Drama Critics' Circle Award for Best  Play (1995)""]","['Plays', 'Drama', 'Fiction']",https://www.goodreads.com/book/show/384597.Arcadia,97,19219,4.19,976,Arcadia,0
752,1994,Terry Goodkind,['Locus Award Nominee for Best first novel (1995)'],"['Fantasy', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/43889.Wizard_s_First_Rule,836,232659,4.12,6608,Wizard's First Rule,1
753,1969,Chaim Potok,,"['Fiction', 'Literature', 'Jewish']",https://www.goodreads.com/book/show/11499.The_Promise,368,12469,4.16,619,The Promise,1
754,1968,Aleksandr Solzhenitsyn,,"['Fiction', 'Classics', 'Cultural']",https://www.goodreads.com/book/show/254316.Cancer_Ward,576,13781,4.22,721,Cancer Ward,0
755,1933,James Hilton,['Hawthornden Prize (1934)'],"['Fiction', 'Classics', 'Fantasy']",https://www.goodreads.com/book/show/2978.Lost_Horizon,241,17859,3.93,1574,Lost Horizon,0
756,1976,Mildred D. Taylor,"['Newbery Medal (1977)', 'Buxtehuder Bulle (1984)', ""George C. Stone Center for Children's Books Recognition of Merit Award (1991)"", ""Jane Addams Children's Book Award Nominee (1977)"", 'Los Angeles Times Book Prize for Young Adult Fiction (2001)', ""Dorothy Canfield Fisher Children's Book Award Nominee (1978)"", 'Coretta Scott King Book Award for Author Honor (1977)', ""Pacific Northwest Library Association Young Reader's Choice Award (1979)"", 'Boston Globe-Horn Book Award Nominee for Fiction (1977)', 'California Young Readers Medal Nominee for Middle School/Junior High (1980)', ""National Book Award Finalist for Children's Literature (1977)""]","['Historical', 'Historical Fiction', 'Young Adult']",https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry,288,114026,3.84,5190,"Roll of Thunder, Hear My Cry",1
757,1939,Flann O'Brien,,"['Fiction', 'Classics', 'European Literature']",https://www.goodreads.com/book/show/97333.At_Swim_Two_Birds,239,11621,3.89,869,At Swim-Two-Birds,0
758,1994,Gail Tsukiyama,,"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/51113.The_Samurai_s_Garden,211,22159,4.13,2058,The Samurai's Garden,0
759,1993,John Grisham,"['Colorado Blue Spruce Young Adult Book Award (1995)', 'Evergreen Teen Book Award (1996)', 'Premio Bancarella (1994)']","['Fiction', 'Mystery', 'Thriller']",https://www.goodreads.com/book/show/3088.A_Room_with_a_View_Howards_End,483,401233,4.02,2567,The Client,0
760,1908,E.M. Forster,,"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/5359.The_Client,449,2748,4.11,126,A Room with a View / Howards End,0
761,1987,Dashiell Hammett,,"['Mystery', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/299215.The_Road_to_Serfdom,696,1823,4.31,72,"The Maltese Falcon, The Thin Man, Red Harvest",0
762,1944,Friedrich A. Hayek,,"['Economics', 'Politics', 'Philosophy']",https://www.goodreads.com/book/show/68086.The_Maltese_Falcon_The_Thin_Man_Red_Harvest,274,19154,4.17,1256,The Road to Serfdom,0
763,1915,T.S. Eliot,,"['Poetry', 'Classics', 'Fiction']",https://www.goodreads.com/book/show/607639.The_Beach,44,18989,4.32,287,The Love Song of J. Alfred Prufrock and Other Poems,0
764,1996,Alex Garland,['Betty Trask Award (1997)'],"['Fiction', 'Travel', 'Thriller']",https://www.goodreads.com/book/show/118389.The_Love_Song_of_J_Alfred_Prufrock_and_Other_Poems,436,75808,3.93,2840,The Beach,0
765,1904,Joseph Conrad,,"['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/115476.Nostromo,336,15455,3.82,652,Nostromo,0
766,1958,Mary Renault,,"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/93941.The_King_Must_Die,352,7257,4.00,584,The King Must Die,1
767,1977,Terry Brooks,['Locus Award Nominee for Best Fantasy Novel (1978)'],"['Fantasy', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/8248.By_the_Shores_of_Silver_Lake,726,89252,3.75,4161,The Sword of Shannara,1
768,1939,Laura Ingalls Wilder,"['Newbery Medal Nominee (1940)', ""Pacific Northwest Library Association Young Reader's Choice Award (1942)"", 'Boston Globe-Horn Book Award (1939)']","['Classics', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/15575.The_Sword_of_Shannara,357,70540,4.16,1369,By the Shores of Silver Lake,1
769,1943,Laura Ingalls Wilder,['Newbery Medal Nominee (1944)'],"['Classics', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/77770.These_Happy_Golden_Years,289,67949,4.18,1414,These Happy Golden Years,1
770,1999,Juliet Marillier,"['Locus Award Nominee for Best First Novel (2001)', 'ALA Alex Award (2001)', 'Aurealis Award Nominee for Fantasy Novel (1999)']","['Fantasy', 'Romance', 'Fiction']",https://www.goodreads.com/book/show/13928.Daughter_of_the_Forest,554,58620,4.23,4276,Daughter of the Forest,1
771,1998,Homer Hickam,"['National Book Critics Circle Award Nominee for Biography/Autobiography (1998)', 'Weatherford Award (1998)', 'Alabama Author Award for Nonfiction (2001)']","['Nonfiction', 'Autobiography', 'Memoir']",https://www.goodreads.com/book/show/96642.Rocket_Boys,384,18825,4.14,1884,Rocket Boys,1
772,1978,Madeleine L'Engle,"[""National Book Award for Children's Books (Paperback) (1980)"", 'Margaret A. Edwards Award (1998)']","['Fantasy', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/77276.A_Swiftly_Tilting_Planet,278,103454,4.09,2430,A Swiftly Tilting Planet,1
773,1982,Charles Bukowski,,"['Fiction', 'Classics', 'Novels']",https://www.goodreads.com/book/show/33609.Katherine,288,85226,4.14,3599,Ham on Rye,0
774,1954,Anya Seton,,"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/38501.Ham_on_Rye,500,29951,4.18,2005,Katherine,0
775,1975,Charles Bukowski,,"['Fiction', 'Classics', 'Thriller']",https://www.goodreads.com/book/show/23940.Junky,208,62717,3.94,1918,Factotum,0
776,1953,William S. Burroughs,,"['Fiction', 'Classics', 'Novels']",https://www.goodreads.com/book/show/497199.Factotum,208,56265,3.84,1678,Junky,0
777,1991,Art Spiegelman,"['Harvey Awards for Best Graphic Album of Previously Published Material AND nominated for Special Award for Excellence in Presentation (1992)', 'Los Angeles Times Book Prize for Fiction (1992)', ""Prix du Festival d'Angoulême for Alph-art du meilleur album étranger (1993)"", 'Urhunden Prize for Foreign Album (1993)', 'National Book Critics Circle Award Nominee for Biography/Autobiography (1991)', 'Will Eisner Comic Industry Awards for Best Graphic Album: Reprint (1992)']","['Sequential Art', 'Graphic Novels', 'Sequential Art']",https://www.goodreads.com/book/show/2050.Farewell_My_Lovely,144,123109,4.37,3081,Maus II: A Survivor's Tale: And Here My Troubles Began,1
778,1940,Raymond Chandler,,"['Mystery', 'Fiction', 'Mystery']",https://www.goodreads.com/book/show/15197.Maus_II,292,32699,4.13,1747,"Farewell, My Lovely",1
779,1999,Muriel Spark,,"['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/37387.The_Prime_of_Miss_Jean_Brodie_The_Girls_of_Slender_Means_The_Driver_s_Seat_The_Only_Problem,512,1599,3.79,107,The Prime of Miss Jean Brodie / The Girls of Slender Means / The Driver's Seat / The Only Problem,0
780,1982,Haruki Murakami,['Noma Literary Prize 野間文芸賞 for New Face Prize (1982)'],"['Fiction', 'Cultural', 'Japan']",https://www.goodreads.com/book/show/11298.A_Wild_Sheep_Chase,353,95547,3.94,4803,A Wild Sheep Chase,1
781,1999,Chuck Palahniuk,,"['Fiction', 'Contemporary', 'Thriller']",https://www.goodreads.com/book/show/124509.Smilla_s_Sense_of_Snow,302,129859,3.98,5726,Invisible Monsters Remix,0
782,1992,Peter Høeg,"['CWA Silver Dagger for Fiction (1994)', 'Dilys Award (1994)', 'Glass Key Award (1993)', 'Edgar Award Nominee for Best Novel (1994)', 'Deutscher Krimi Preis for 2. Platz International (1995)', 'Palle Rosenkrantz Prisen (1992)']","['Fiction', 'Mystery', 'Mystery']",https://www.goodreads.com/book/show/12813565-invisible-monsters-remix,469,42459,3.75,2322,Smilla's Sense of Snow,0
783,1908,L.M. Montgomery,,"['Classics', 'Fiction', 'Young Adult']",https://www.goodreads.com/book/show/26114.The_Joke,2088,101667,4.43,1610,The Complete Anne of Green Gables Boxed Set,1
784,1967,Milan Kundera,,"['Fiction', 'European Literature', 'Czech Literature']",https://www.goodreads.com/book/show/3579.The_Complete_Anne_of_Green_Gables_Boxed_Set,371,27666,4.01,1234,The Joke,0
785,1939,Alcoholics Anonymous,,"['Self Help', 'Nonfiction', 'Psychology']",https://www.goodreads.com/book/show/158420.Alcoholics_Anonymous,576,8271,4.46,421,Alcoholics Anonymous,0
786,1952,Isaac Asimov,"['Retro Hugo Award for Best Novel for ""The Mule"" (1996)']","['Science Fiction', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/29581.Foundation_and_Empire,256,160836,4.21,3245,Foundation and Empire,1
787,1998,Simon Winchester,"['Audie Award for Nonfiction, Abridged (1999)', 'National Book Critics Circle Award Nominee for General Nonfiction (1998)']","['Nonfiction', 'History', 'Biography']",https://www.goodreads.com/book/show/25019.The_Professor_and_the_Madman,242,101096,3.83,6066,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",0
788,1962,Thomas S. Kuhn,,"['Science', 'Philosophy', 'Nonfiction']",https://www.goodreads.com/book/show/61539.The_Structure_of_Scientific_Revolutions,226,22704,4.02,1191,The Structure of Scientific Revolutions,0
789,1998,Orhan Pamuk,"['Magnesia Litera for Translation (Litera za překladovou knihu) (2008)', 'Prix du Meilleur Livre Étranger for Roman (2002)', 'Premio Grinzane Cavour for Narrativa Straniera (2002)', 'UBL Literary Award for Urdu Translation (2015)', 'International Dublin Literary Award (2003)', 'Metų verstinė knyga Nominee (2012)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/2517.My_Name_Is_Red,417,45970,3.86,4214,My Name Is Red,0
790,1969,Vladimir Nabokov,,"['Fiction', 'Classics', 'Cultural']",https://www.goodreads.com/book/show/12187.Ada_or_Ardor,606,9615,4.14,743,"Ada, or Ardor: A Family Chronicle",0
791,1978,Anne McCaffrey,"['Hugo Award Nominee for Best Novel (1979)', 'Locus Award Nominee for Best SF Novel (1979)', 'Ditmar Award for Best International Long Fiction (1979)', 'Gandalf Award (1979)', 'Balrog Award Nominee for Best Novel (1979)', 'The ESFS Award for Novel (1980)', 'Margaret A. Edwards Award (1999)']","['Fantasy', 'Science Fiction', 'Fantasy']",https://www.goodreads.com/book/show/127586.The_White_Dragon,468,42890,4.18,891,The White Dragon,1
792,1992,Benjamin Hoff,,"['Philosophy', 'Nonfiction', 'Spirituality']",https://www.goodreads.com/book/show/89370.Tao_of_Pooh_and_Te_of_Piglet_Boxed_Set,380,12365,4.12,511,Tao of Pooh and Te of Piglet Boxed Set,1
793,1954,Richard Matheson,['Tähtivaeltaja Award (2008)'],"['Horror', 'Science Fiction', 'Fiction']",https://www.goodreads.com/book/show/10033.Being_and_Nothingness,160,98957,4.07,6276,I Am Legend,0
794,1943,Jean-Paul Sartre,,"['Philosophy', 'Nonfiction', 'Classics']",https://www.goodreads.com/book/show/14064.I_Am_Legend,688,26488,3.97,411,Being and Nothingness,0
795,1906,Ambrose Bierce,,"['Humor', 'Nonfiction', 'Classics']",https://www.goodreads.com/book/show/49256.The_Unabridged_Devil_s_Dictionary,404,9438,4.09,610,The Unabridged Devil's Dictionary,0
796,1995,Robin Hobb,"['Locus Award Nominee for Fantasy (1996)', 'British Fantasy Award Nominee for Best Novel (1997)', 'Compton Crook Award (1996)) Nominee (1996)']","['Fantasy', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/77197.Assassin_s_Apprentice,435,241993,4.15,10200,Assassin's Apprentice,1
797,1983,Gene Wolfe,,"['Fantasy', 'Science Fiction', 'Fiction']",https://www.goodreads.com/book/show/968868.The_Book_of_the_New_Sun,950,3531,4.19,165,The Book of the New Sun,1
798,1976,Julian Jaynes,['National Book Award Finalist for Contemporary Thought (1978)'],"['Psychology', 'Philosophy', 'Nonfiction']",https://www.goodreads.com/book/show/22478.The_Origin_of_Consciousness_in_the_Breakdown_of_the_Bicameral_Mind,491,4383,4.26,540,The Origin of Consciousness in the Breakdown of the Bicameral Mind,0
799,1991,Clive Barker,['Prix Julia Verlanger (1997)'],"['Fantasy', 'Horror', 'Fiction']",https://www.goodreads.com/book/show/34484.Small_Gods,823,20776,4.17,887,Imajica,0
800,1992,Terry Pratchett,,"['Fantasy', 'Fiction', 'Humor']",https://www.goodreads.com/book/show/567704.Imajica,400,100612,4.30,2979,Small Gods,1
801,1996,Frank McCourt,,"['Nonfiction', 'Autobiography', 'Memoir']",https://www.goodreads.com/book/show/44028.The_Angela_s_Ashes_Tis_Boxed_Set,736,1483,4.11,72,The Angela's Ashes/'Tis Boxed Set,0
802,1965,Philip K. Dick,['Nebula Award Nominee for Best Novel (1965)'],"['Science Fiction', 'Fiction', 'Science Fiction Fantasy']",https://www.goodreads.com/book/show/14185.The_Three_Stigmata_of_Palmer_Eldritch,231,32061,4.01,1614,The Three Stigmata of Palmer Eldritch,0
803,2000,Stephen King,"['Bram Stoker Award for Best Non-Fiction (2000)', 'Locus Award for Best Non-Fiction (2001)', 'Puddly Award for Writing (2001)']","['Nonfiction', 'Language', 'Writing']",https://www.goodreads.com/book/show/10569.On_Writing,320,228857,4.32,18027,On Writing: A Memoir of the Craft,0
804,1965,Italo Calvino,['National Book Award for Translation (1969)'],"['Fiction', 'Short Stories', 'Fantasy']",https://www.goodreads.com/book/show/59780.Cosmicomics,153,15229,4.20,963,Cosmicomics,0
805,1999,Chuck Palahniuk,['Oregon Book Award Nominee for Fiction (Finalist) (1999)'],"['Fiction', 'Contemporary', 'Thriller']",https://www.goodreads.com/book/show/36236123-survivor,304,109870,3.91,3656,Survivor,0
806,1937,Dietrich Bonhoeffer,,"['Christian', 'Religion', 'Theology']",https://www.goodreads.com/book/show/174834.The_Cost_of_Discipleship,320,35975,4.28,1184,The Cost of Discipleship,0
807,1998,Nancy E. Turner,,"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/348225.These_Is_My_Words,384,66917,4.34,10529,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",1
808,1981,Martin Cruz Smith,"['CWA Gold Dagger Award for Fiction (1981)', 'The CWA Dagger of Daggers Nominee (2005)']","['Mystery', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/762806.Gorky_Park,433,63458,4.04,1219,Gorky Park,1
809,1982,William Least Heat-Moon,,"['Travel', 'Nonfiction', 'Autobiography']",https://www.goodreads.com/book/show/113304.The_Thief_Lord,428,21285,4.01,1180,Blue Highways,1
810,2000,Cornelia Funke,"[""Book Sense Book of the Year Award for Children's Literature (2003)"", 'Batchelder Award (2003)', 'Zilveren Griffel (2004)', 'Grand Canyon Reader Award for Teen Book (2004)', ""Massachusetts Children's Book Award (2005)"", ""Zurich Children's Book Award (2000)"", ""The Children's Book Award from the Vienna House of Literature (2001)"", ""Pacific Northwest Library Association Young Reader's Choice Award for Junior (2005)"", 'Literaturpreis der Jury der jungen Leser for Kinderbuch (2001)', 'Corine Internationaler Buchpreis for Kinder- und Jugendbuch (2003)', 'Premi Protagonista Jove for Categoria 13-14 anys (2004)']","['Fantasy', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/63832.Blue_Highways,350,88469,3.96,4055,The Thief Lord,0
811,1935,Dorothy L. Sayers,['Anthony Award Nominee for Best Novel of the Century (2000)'],"['Mystery', 'Fiction', 'Mystery']",https://www.goodreads.com/book/show/93575.Gaudy_Night,501,23884,4.23,1792,Gaudy Night,1
812,1999,Michael Crichton,,"['Science Fiction', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/7669.Timeline,489,193251,3.85,4714,Timeline,0
813,1930,Carolyn Keene,,"['Mystery', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/3562.Emily_of_New_Moon,210,65600,3.98,3437,The Secret of the Old Clock,1
814,1923,L.M. Montgomery,,"['Classics', 'Fiction', 'Young Adult']",https://www.goodreads.com/book/show/32979.The_Secret_of_the_Old_Clock,339,43862,4.08,1894,Emily of New Moon,1
815,1975,Robert Shea,['Prometheus Hall of Fame Award (1986)'],"['Fiction', 'Science Fiction', 'Fantasy']",https://www.goodreads.com/book/show/31548.Of_Human_Bondage,805,14553,4.01,820,The Illuminatus! Trilogy,1
816,1975,Primo Levi,,"['Nonfiction', 'Science', 'History']",https://www.goodreads.com/book/show/427282.The_Periodic_Table,233,11620,4.19,913,The Periodic Table,0
817,1971,Tom Robbins,['Washington State Book Award (1972)'],"['Fiction', 'Humor', 'Novels']",https://www.goodreads.com/book/show/9570.Another_Roadside_Attraction,366,31450,3.99,999,Another Roadside Attraction,0
818,1979,Milan Kundera,['Los Angeles Times Book Prize for Fiction (1984)'],"['Fiction', 'European Literature', 'Czech Literature']",https://www.goodreads.com/book/show/240976.The_Book_of_Laughter_and_Forgetting,313,41230,3.99,2065,The Book of Laughter and Forgetting,0
819,1973,Gore Vidal,['National Book Award Finalist for Fiction (1974)'],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/8722.Burr,430,8714,4.07,666,Burr,1
820,1997,Toni Morrison,"['Orange Prize Nominee for Fiction Shortlist (1999)', 'Ohioana Book Award for Fiction (1999)', 'International Dublin Literary Award Nominee for Shortlist (2000)']","['Fiction', 'Classics', 'Cultural']",https://www.goodreads.com/book/show/5198.Paradise,318,23328,3.82,1138,Paradise,1
821,1971,John Updike,['National Book Award Finalist for Fiction (1972)'],"['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/46917.Rabbit_Redux,440,14013,3.80,757,Rabbit Redux,1
822,1996,Terry Pratchett,,"['Fantasy', 'Fiction', 'Humor']",https://www.goodreads.com/book/show/34527.Feet_of_Clay,411,72975,4.26,1706,Feet of Clay,1
823,1975,Agatha Christie,,"['Mystery', 'Fiction', 'Mystery']",https://www.goodreads.com/book/show/81903.Curtain,215,32774,4.09,1782,Curtain,1
824,1939,Ludwig Bemelmans,"['Caldecott Medal Nominee (1940)', 'Indies Choice Book Award for Picture Book Hall of Fame (2010)']","['Childrens', 'Picture Books', 'Childrens']",https://www.goodreads.com/book/show/475339.Madeline,44,196143,4.23,2036,Madeline,1
825,1990,Milan Kundera,"['Independent Foreign Fiction Prize (1991)', 'Cena Jaroslava Seiferta (1994)', 'Kniha roku (1993)']","['Fiction', 'Philosophy', 'European Literature']",https://www.goodreads.com/book/show/2279.Truman,400,30998,4.14,1776,Immortality,0
826,1992,David McCullough,"['Pulitzer Prize for Biography or Autobiography (1993)', 'Francis Parkman Prize (1993)', 'Lionel Gelber Prize (1992)', 'National Book Critics Circle Award Nominee for Biography/Autobiography (1992)', 'National Book Award Finalist for Nonfiction (1992)']","['Biography', 'History', 'Politics']",https://www.goodreads.com/book/show/28634.Immortality,1120,78930,4.12,2383,Truman,0
827,,T. Coraghessan Boyle,"['Audie Award for Narration by the Author or Authors (2007)', 'Prix Médicis Etranger (1997)']","['Fiction', 'Contemporary', 'Book Club']",https://www.goodreads.com/book/show/24731.The_Tortilla_Curtain,355,28111,3.66,3400,The Tortilla Curtain,0
828,1978,Tim O'Brien,['National Book Award for Fiction (1979)'],"['Fiction', 'War', 'Historical']",https://www.goodreads.com/book/show/3446.Going_After_Cacciato,351,11723,3.91,768,Going After Cacciato,0
829,1995,Nicholas Evans,,"['Fiction', 'Romance', 'Animals']",https://www.goodreads.com/book/show/51019.Cat_s_Eye,451,51752,3.82,1982,The Horse Whisperer,0
